dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
2020-07-06,141,74,17095,0,0,0,0
2020-07-07,147,74,17381,0,0,0,0
2020-07-08,149,74,17643,0,0,0,0
2020-07-09,156,83,17852,0,0,0,0
2020-07-10,156,92,18046,0,0,0,0
2020-07-11,156,92,18315,0,0,0,0
2020-07-12,163,100,18447,0,0,0,0
2020-07-13,166,109,18609,0,0,0,0
2020-07-14,171,129,18884,0,0,0,0
2020-07-15,176,130,19061,0,0,0,0
2020-07-16,180,133,19227,0,0,0,0
2020-07-17,184,142,19421,0,0,0,0
2020-07-18,188,145,19671,0,0,0,0
2020-07-19,203,145,19904,1,0,0,0
2020-07-20,207,151,20301,1,0,0,0
2020-07-21,212,159,20642,1,0,0,0
2020-07-22,221,163,21043,1,0,0,0
2020-07-23,240,170,21310,1,0,0,0
2020-07-24,259,174,21743,1,0,0,0
2020-07-25,290,176,21965,1,0,0,0
2020-07-26,318,180,22049,1,0,0,0
2020-07-27,338,192,22548,1,1,0,0
2020-07-28,363,196,22925,1,1,0,0
2020-07-29,428,201,23217,1,2,0,0
2020-07-30,470,201,23615,1,3,0,0
2020-07-31,548,214,24038,1,5,0,0
2020-08-01,636,226,24308,1,7,0,0
2020-08-02,734,242,24580,1,8,0,0
2020-08-03,830,263,25034,0,10,0,0
2020-08-04,928,277,25492,0,12,0,0
2020-08-05,1027,326,25826,0,14,0,0
2020-08-06,1123,355,26516,0,16,0,0
2020-08-07,1222,425,26915,0,19,0,0
2020-08-08,1351,500,27073,0,20,0,0
2020-08-09,1490,648,27103,0,20,0,0
2020-08-10,1625,709,27346,0,20,0,0
2020-08-11,1764,749,27455,0,21,0,0
2020-08-12,1900,829,27744,0,21,0,0
2020-08-13,2037,924,27973,0,22,0,0
2020-08-14,2186,1032,28129,0,24,0,0
2020-08-15,2306,1128,28209,0,24,0,0
2020-08-16,2399,1226,28229,0,28,0,0
2020-08-17,2445,1325,28672,0,29,0,0
2020-08-18,2529,1421,28937,0,30,0,0
2020-08-19,2604,1529,29303,0,30,0,0
2020-08-20,2680,1638,29487,0,31,0,0
2020-08-21,2747,1744,29573,0,32,0,0
2020-08-22,2808,1853,29888,0,32,0,0
2020-08-23,2860,1963,30278,0,33,0,0
2020-08-24,2904,2092,30513,0,35,0,0
2020-08-25,2945,2231,31082,0,37,0,0
2020-08-26,2985,2309,31646,0,41,0,0
2020-08-27,3018,2374,31830,0,42,0,0
2020-08-28,3050,2444,32100,0,42,0,0
2020-08-29,3081,2519,32407,0,44,0,0
2020-08-30,3104,2586,32674,0,45,0,0
2020-08-31,3132,2647,33485,0,46,0,0
2020-09-01,3160,2714,35104,0,46,0,0
2020-09-02,3186,2758,36136,0,47,0,0
2020-09-03,3223,2823,37075,0,48,0,0
2020-09-04,3257,2863,37825,0,49,0,0
2020-09-05,3292,2904,38574,0,50,0,0
2020-09-06,3332,2951,39205,0,50,0,0
2020-09-07,3359,2997,39995,0,50,0,0
2020-09-08,3392,3035,41039,0,50,0,0
2020-09-09,3426,3078,41776,0,51,0,0
2020-09-10,3465,3121,42792,0,51,0,0
2020-09-11,3494,3157,43680,0,51,0,0
2020-09-12,3521,3202,44570,0,51,0,0
2020-09-13,3546,3243,45279,0,51,0,0
2020-09-14,3557,3278,45987,0,52,0,0
2020-09-15,3574,3318,46823,0,52,0,0
2020-09-16,3593,3345,47794,0,52,0,0
2020-09-17,3604,3378,48861,0,52,0,0
2020-09-18,3631,3414,50035,0,52,0,0
2020-09-19,3644,3436,50681,0,52,0,0
2020-09-20,3651,3451,51262,0,52,0,0
2020-09-21,3673,3469,52220,0,52,0,0
2020-09-22,3691,3479,52845,0,52,0,0
2020-09-23,3712,3494,53591,0,52,0,0
2020-09-24,3744,3503,52992,0,52,0,0
2020-09-25,3759,3528,55169,0,52,0,0
2020-09-26,3774,3551,56059,0,52,0,0
2020-09-27,3794,3553,56661,0,53,0,0
2020-09-28,3803,3582,57343,0,53,0,0
2020-09-29,3821,3587,58135,0,53,0,0
2020-09-30,3835,3608,58763,0,53,0,0
2020-10-01,3848,3623,59676,0,53,0,0
2020-10-02,3858,3631,60437,0,53,0,0
2020-10-03,3868,3642,61231,0,53,0,0
2020-10-04,3884,3649,62103,0,53,0,0
2020-10-05,3899,3659,63009,0,54,0,0
2020-10-06,3912,3678,63790,0,54,0,0
2020-10-07,3935,3696,65111,0,54,0,0
2020-10-08,3952,3707,66244,0,55,0,0
2020-10-09,3976,3724,67332,0,55,0,0
2020-10-10,3992,3744,68464,0,55,0,0
2020-10-11,4005,3764,69146,0,55,0,0
2020-10-12,4023,3770,69932,0,55,0,0
2020-10-13,4036,3782,70780,0,55,0,0
2020-10-14,4046,3796,71624,0,55,0,0
2020-10-15,4062,3817,72525,0,55,0,0
2020-10-16,4072,3831,73363,0,56,0,0
2020-10-17,4083,3848,74277,0,56,0,0
2020-10-18,4108,3868,75030,0,56,0,0
2020-10-19,4126,3892,75977,0,56,0,0
2020-10-20,4141,3902,77200,0,56,0,0
2020-10-21,4168,3913,78303,0,56,0,0
2020-10-22,4184,3937,79301,0,57,0,0
2020-10-23,4207,3945,80768,0,58,0,0
2020-10-24,4225,3968,81880,0,58,0,0
2020-10-25,4245,3983,82626,0,58,0,0
2020-10-26,4253,3997,83115,0,58,0,0
2020-10-27,4274,4019,84308,0,58,0,0
2020-10-28,4289,4039,85378,0,58,0,0
2020-10-29,4305,4054,86715,0,59,0,0
2020-10-30,4317,4076,87789,0,59,0,0
2020-10-31,4332,4100,88453,0,59,0,0
2020-11-01,4340,4112,89559,0,60,0,0
2020-11-02,4352,4132,90901,0,60,0,0
2020-11-03,4372,4153,92249,0,60,0,0
2020-11-04,4389,4163,93406,0,60,0,0
2020-11-05,4403,4175,94639,0,60,0,0
2020-11-06,4420,4194,96214,0,60,0,0
2020-11-07,4441,4206,97603,0,60,0,0
2020-11-08,4450,4221,98812,0,60,0,0
2020-11-09,4463,4239,100025,0,60,0,0
2020-11-10,4477,4255,101226,0,60,0,0
2020-11-11,4494,4267,102433,0,60,0,0
2020-11-12,4507,4282,103599,0,61,0,0
2020-11-13,4518,4304,104785,0,61,0,0
2020-11-14,4527,4315,105699,0,61,0,0
2020-11-15,4536,4330,106734,0,61,0,0
2020-11-16,4557,4346,108080,0,61,0,0
2020-11-17,4574,4363,109646,0,61,0,0
2020-11-18,4593,4378,111166,0,61,0,0
2020-11-19,4604,4398,112792,0,61,0,0
2020-11-20,4617,4408,114392,0,61,0,0
2020-11-21,4631,4428,115968,0,61,0,0
2020-11-22,4641,4440,117093,0,61,0,0
2020-11-23,4656,4453,118654,0,61,0,0
2020-11-24,4667,4464,120324,0,61,0,0
2020-11-25,4677,4479,121931,0,61,0,0
2020-11-26,4682,4491,123165,0,61,0,0
2020-11-27,4689,4508,124832,0,61,0,0
2020-11-28,4698,4518,126331,0,61,0,0
2020-11-29,4704,4537,127912,0,61,0,0
2020-11-30,4710,4550,129389,0,61,0,0
2020-12-01,4718,4566,131080,0,61,0,0
2020-12-02,4723,4583,132784,0,61,0,0
2020-12-03,4729,4597,134355,0,61,0,0
2020-12-04,4742,4611,135952,0,61,0,0
2020-12-05,4747,4616,137648,0,61,0,0
2020-12-06,4758,4624,139326,0,61,0,0
2020-12-07,4773,4631,140961,0,61,0,0
2020-12-08,4778,4647,142667,0,61,0,0
2020-12-09,4783,4647,144401,0,61,0,0
2020-12-10,4791,4652,146143,0,61,0,0
2020-12-11,4798,4659,147806,0,61,0,0
2020-12-12,4805,4665,149926,0,61,0,0
2020-12-13,4818,4673,152004,0,61,0,0
2020-12-14,4834,4681,153685,0,61,0,0
2020-12-15,4842,4688,155454,0,61,0,0
2020-12-16,4850,4698,157242,0,61,0,0
2020-12-17,4860,4707,159027,0,61,0,0
2020-12-18,4869,4712,160856,0,61,0,0
2020-12-19,4875,4719,162821,0,61,0,0
2020-12-20,4881,4732,165024,0,61,0,0
2020-12-21,4888,4740,166845,0,62,0,0
2020-12-22,4893,4749,168769,0,62,0,0
2020-12-23,4896,4761,170666,0,62,0,0
2020-12-24,4901,4775,172756,0,62,0,0
2020-12-25,4912,4781,174482,0,62,0,0
2020-12-26,4912,4789,175578,0,62,0,0
2020-12-27,4924,4798,176898,0,62,0,0
2020-12-28,4929,4803,177926,0,62,0,0
2020-12-29,4936,4811,179444,0,62,0,0
2020-12-30,4941,4820,180626,0,62,0,0
2020-12-31,4945,4826,181640,0,62,0,0
2021-01-01,4946,4830,182631,0,62,0,0
2021-01-02,4947,4837,183725,0,62,0,0
2021-01-03,4948,4846,184955,0,62,0,0
2021-01-04,4948,4848,186140,0,62,0,0
2021-01-05,4949,4856,187115,0,62,0,0
2021-01-06,4949,4859,188351,0,62,0,0
2021-01-07,4958,4864,190031,0,62,0,0
2021-01-08,4959,4866,191206,0,62,0,0
2021-01-09,4959,4873,192560,0,62,0,0
2021-01-10,4960,4875,193719,0,62,0,0
2021-01-11,4963,4884,195351,0,62,0,0
2021-01-12,4966,4886,196859,0,62,0,0
2021-01-13,4969,4891,198478,0,62,0,0
2021-01-14,4976,4891,199805,0,62,0,0
2021-01-15,4979,4895,200953,0,62,0,0
2021-01-16,4982,4895,202521,0,62,225,0
2021-01-17,4983,4896,203741,0,62,225,0
2021-01-18,4988,4897,205411,0,62,442,0
2021-01-19,4989,4897,206732,0,62,644,0
2021-01-20,4991,4900,208179,0,62,644,0
2021-01-21,4991,4904,209437,0,62,1032,0
2021-01-22,4992,4907,210762,0,62,1466,0
2021-01-23,4993,4907,212393,0,62,1998,0
2021-01-24,4993,4908,213467,0,62,2019,0
2021-01-25,4994,4917,214915,0,62,2369,0
2021-01-26,4994,4917,215858,0,62,2369,0
2021-01-27,4994,4922,217007,0,62,2385,0
2021-01-28,4994,4924,218629,0,62,2656,0
2021-01-29,4994,4927,220484,0,62,2727,0
2021-01-30,4994,4928,221876,0,62,2727,0
2021-01-31,4994,4928,223137,0,62,2727,0
2021-02-01,4994,4932,224852,0,62,2727,0
2021-02-02,4994,4932,226584,0,62,2727,0
2021-02-03,4994,4932,228290,0,62,2772,0
2021-02-04,4994,4932,230133,0,62,2938,0
2021-02-05,4997,4932,231633,0,62,3161,0
2021-02-06,5000,4932,233597,0,62,3161,0
2021-02-07,5001,4932,235072,0,62,3397,0
2021-02-08,5005,4932,236643,0,62,3397,0
2021-02-09,5007,4932,238339,0,62,3413,0
2021-02-10,5007,4932,240362,0,62,3413,0
2021-02-11,5007,4932,241833,0,62,3454,0
2021-02-12,5007,4934,243631,0,62,3454,0
2021-02-13,5009,4938,245745,0,62,3646,0
2021-02-14,5009,4938,247289,0,62,3646,0
2021-02-15,5009,4938,248562,0,62,3847,182
2021-02-16,5013,4943,250037,0,62,3847,182
2021-02-17,5014,4944,251774,0,62,4045,182
2021-02-18,5014,4944,253718,0,62,4347,495
2021-02-19,5014,4948,255675,0,62,4453,895
2021-02-20,5014,4949,257213,0,62,4846,1306
2021-02-21,5014,4949,258773,0,62,4846,1306
2021-02-22,5015,4949,260324,0,62,5442,1870
2021-02-23,5016,4949,261719,0,62,5565,2018
2021-02-24,5016,4950,263090,0,62,5644,2118
2021-02-25,5016,4952,264369,0,62,6034,2385
2021-02-26,5017,4952,265852,0,62,6134,2422
2021-02-27,5018,4952,267209,0,62,6134,2422
2021-02-28,5020,4952,268499,0,62,6134,2422
2021-03-01,5020,4952,269799,0,62,6581,2556
2021-03-02,5020,4952,271193,0,62,6912,2589
2021-03-03,5022,4952,273010,0,62,6912,2589
2021-03-04,5024,4953,274849,0,62,6912,2589
2021-03-05,5024,4954,276471,0,62,8392,2727
2021-03-06,5024,4955,278437,0,62,8977,2865
2021-03-07,5024,4955,280041,0,62,9187,2865
2021-03-08,5026,4957,281955,0,62,9890,2998
2021-03-09,5028,4958,283492,0,62,10433,3037
2021-03-10,5028,4960,285087,0,62,10749,3048
2021-03-11,5028,4960,286505,0,62,11228,3060
2021-03-12,5029,4961,288197,0,62,11729,3145
2021-03-13,5030,4964,290341,0,62,11921,3282
2021-03-14,5031,4964,291842,0,62,11921,3282
2021-03-15,5031,4966,294094,0,62,12360,3486
2021-03-16,5032,4967,295827,0,62,12632,3562
2021-03-17,5035,4967,297433,0,62,12632,3562
2021-03-18,5036,4969,299048,0,62,13102,3969
2021-03-19,5038,4969,300892,0,62,13517,3989
2021-03-20,5038,4969,302566,0,62,13785,4347
2021-03-21,5039,4969,304391,0,62,13785,4347
2021-03-22,5039,4969,305778,0,62,14161,4829
2021-03-23,5039,4972,307255,0,62,14751,5001
2021-03-24,5041,4973,308812,0,62,14934,5068
2021-03-25,5042,4974,310615,0,62,15377,5295
2021-03-26,5043,4974,312378,0,62,15639,5352
2021-03-27,5044,4975,314309,0,62,15989,5372
2021-03-28,5046,4976,315818,0,62,15989,5372
2021-03-29,5052,4976,317137,0,62,15989,5372
2021-03-30,5081,4976,318382,0,62,16480,5608
2021-03-31,5083,4976,319864,0,62,16480,5608
2021-04-01,5084,4980,321456,0,62,17208,5666
2021-04-02,5084,4981,323001,0,62,17669,5198
2021-04-03,5098,4987,324207,0,62,18190,5242
2021-04-04,5109,4990,325826,0,62,18833,5243
2021-04-05,5116,5001,327270,0,62,19927,5290
2021-04-06,5123,5010,328737,0,62,21509,5341
2021-04-07,5131,5020,330481,0,62,22919,5350
2021-04-08,5149,5027,332119,0,62,25396,5403
2021-04-09,5161,5028,333671,0,62,27698,5519
2021-04-10,5175,5038,335784,0,62,29877,5570
2021-04-11,5190,5040,337833,0,62,32059,5612
2021-04-12,5201,5050,339482,0,62,36572,5713
2021-04-13,5209,5054,341557,0,62,43069,5832
2021-04-14,5247,5078,343431,0,63,49657,5941
2021-04-15,5262,5082,345485,0,63,54819,6079
2021-04-16,5289,5110,347489,0,63,61411,6323
2021-04-17,5331,5146,349739,0,64,67540,6568
2021-04-18,5390,5200,352086,0,64,71357,6879
2021-04-19,5421,5212,353754,0,64,75722,7363
2021-04-20,5466,5243,355507,0,64,78989,7937
2021-04-21,5490,5276,357442,0,64,80901,8171
2021-04-22,5527,5309,358903,0,65,83377,8600
2021-04-23,5569,5358,360595,0,65,85201,8965
2021-04-24,5614,5410,361594,0,66,86810,9299
2021-04-25,5665,5467,363056,0,66,87865,9527
2021-04-26,5716,5520,364735,0,66,89290,9819
2021-04-27,5764,5562,366683,0,66,90471,10117
2021-04-28,5816,5606,367689,0,67,91394,10376
2021-04-29,5875,5643,368945,0,67,92417,10581
2021-04-30,5949,5701,370896,0,67,93493,10881
2021-05-01,6046,5773,372214,0,68,94050,11113
2021-05-02,6084,5798,373007,0,69,94126,11160
2021-05-03,6150,5850,373785,0,70,94599,11604
2021-05-04,6181,5879,374428,0,70,94939,11941
2021-05-05,6223,5928,375095,0,71,95314,12442
2021-05-06,6255,5958,375477,0,72,96017,12812
2021-05-07,6311,6030,375967,0,72,96702,13166
2021-05-08,6341,6056,376536,0,74,97202,13455
2021-05-09,6367,6088,376933,0,76,97284,13456
2021-05-10,6398,6125,377293,0,78,97829,13805
2021-05-11,6426,6149,377516,0,78,98215,14015
2021-05-12,6470,6175,378060,0,81,98564,14245
2021-05-13,6510,6213,378462,0,83,98828,14618
2021-05-14,6542,6225,378887,0,85,98837,14618
2021-05-15,6568,6267,379096,0,85,99084,14910
2021-05-16,6603,6283,379674,0,88,99085,14921
2021-05-17,6638,6329,380102,0,89,99514,14926
2021-05-18,6674,6359,380395,0,92,99792,14929
2021-05-19,6709,6385,380853,0,95,100295,14941
2021-05-20,6758,6401,381349,0,96,102026,15149
2021-05-21,6789,6417,382015,0,98,102792,15151
2021-05-22,6820,6441,382640,0,101,103602,15152
2021-05-23,6844,6473,383265,0,103,103987,15152
2021-05-24,6853,6495,383396,0,104,104438,15152
2021-05-25,6878,6544,383727,0,106,105123,15154
2021-05-26,6901,6573,384188,0,108,105932,15154
2021-05-27,6917,6591,384528,0,109,106543,15157
2021-05-28,6936,6630,385020,0,113,107301,15162
2021-05-29,6964,6660,385564,0,113,108314,15166
2021-05-30,6984,6683,385988,0,114,108556,15166
2021-05-31,7005,6719,386613,0,115,109084,15181
2021-06-01,7018,6745,387348,0,118,109815,15186
2021-06-02,7043,6781,387871,0,119,110314,15190
2021-06-03,7070,6820,388486,0,119,110997,15198
2021-06-04,7088,6852,389152,0,121,111498,15206
2021-06-05,7105,6876,389785,0,122,111961,15222
2021-06-06,7119,6894,390574,0,122,111969,15222
2021-06-07,7131,6912,391273,0,123,112476,15250
2021-06-08,7154,6935,392095,0,125,112875,15276
2021-06-09,7168,6952,392974,0,125,113196,15287
2021-06-10,7197,6973,393692,0,125,114083,15300
2021-06-11,7233,6984,394822,0,125,114829,15319
2021-06-12,7243,6996,395624,0,126,115686,15348
2021-06-13,7261,7025,396534,0,126,115688,15348
2021-06-14,7269,7034,397190,0,126,116624,15368
2021-06-15,7280,7049,397953,0,126,117533,15390
2021-06-16,7306,7079,398852,0,127,118493,15413
2021-06-17,7335,7104,399580,0,127,119426,15442
2021-06-18,7363,7128,400211,0,127,120356,15460
2021-06-19,7394,7162,400997,0,127,121196,15497
2021-06-20,7406,7177,401769,0,127,121198,15497
2021-06-21,7415,7191,402629,0,127,121956,15520
2021-06-22,7425,7195,403616,0,127,124713,15556
2021-06-23,7438,7210,404494,0,127,128612,15591
2021-06-24,7440,7214,405197,0,127,133497,15772
2021-06-25,7441,7245,405887,0,127,138286,15846
2021-06-26,7446,7265,406529,0,127,143336,16301
2021-06-27,7455,7266,407488,0,127,145019,16306
2021-06-28,7462,7286,408220,0,128,148504,17435
2021-06-29,7466,7296,409212,0,128,153048,18542
2021-06-30,7467,7308,409890,0,128,156470,19823
2021-07-01,7469,7308,410741,0,128,157304,21198
2021-07-02,7475,7325,411442,0,128,158335,22887
2021-07-03,7478,7330,412361,0,128,159330,24773
2021-07-04,7482,7333,413316,0,128,159342,25173
2021-07-05,7482,7339,414166,0,128,160298,29266
2021-07-06,7487,7343,415066,0,128,161401,35088
2021-07-07,7491,7349,416065,0,128,162375,40529
2021-07-08,7492,7351,416815,0,128,163284,45356
2021-07-09,7492,7352,417598,0,128,164079,51673
2021-07-10,7492,7352,418550,0,129,166120,56520
2021-07-11,7492,7352,419287,0,129,166343,56716
2021-07-12,7493,7355,420157,0,129,168329,62169
2021-07-13,7496,7358,421108,0,129,174389,66257
2021-07-14,7499,7359,421940,0,129,177014,69670
2021-07-15,7501,7359,422876,0,129,178777,72480
2021-07-16,7505,7360,423910,0,129,179882,74953
2021-07-17,7506,7361,425268,0,129,180673,77199
2021-07-18,7510,7365,426511,0,129,180805,77305
2021-07-19,7516,7368,427711,0,129,181725,79542
2021-07-20,7518,7370,428751,0,129,184157,81542
2021-07-21,7521,7374,429739,0,129,184160,81594
2021-07-22,7525,7377,430415,0,129,187006,83658
2021-07-23,7525,7379,431486,0,129,190153,85236
2021-07-24,7525,7382,432627,0,129,192718,86477
2021-07-25,7529,7385,433596,0,129,193281,86558
2021-07-26,7530,7387,434929,0,129,195082,87884
2021-07-27,7530,7389,436240,0,129,197991,88866
2021-07-28,7531,7395,437301,0,129,201244,89557
2021-07-29,7534,7395,438456,0,129,203975,90223
2021-07-30,7535,7398,439639,0,129,206031,90865
2021-07-31,7537,7400,440870,0,129,209696,91562
2021-08-01,7539,7403,442063,0,129,209744,91633
2021-08-02,7539,7404,443192,0,129,210578,92157
2021-08-03,7540,7405,444838,0,129,211569,92591
2021-08-04,7541,7408,445987,0,129,212573,93164
2021-08-05,7541,7408,447339,0,129,213457,93559
2021-08-06,7541,7408,448882,0,129,214334,93845
2021-08-07,7544,7409,450208,0,129,215022,94251
2021-08-08,7546,7410,451415,0,129,215077,94272
2021-08-09,7546,7412,452587,0,129,216053,94601
2021-08-10,7548,7412,453934,0,129,216987,95049
2021-08-11,7548,7413,455101,0,129,219316,95494
2021-08-12,7548,7413,456247,0,129,223763,95987
2021-08-13,7548,7415,457530,0,129,228316,96507
2021-08-14,7548,7417,458881,0,129,232709,97287
2021-08-15,7548,7419,459903,0,129,232929,97305
2021-08-16,7549,7419,461421,0,129,234616,97814
2021-08-17,7549,7419,463317,0,129,235835,98337
2021-08-18,7550,7419,465502,0,129,236656,99260
2021-08-19,7553,7419,467535,0,129,236726,99292
2021-08-20,7556,7419,469406,0,129,238192,99659
2021-08-21,7557,7419,471525,0,129,238494,100155
2021-08-22,7557,7420,472803,0,129,238632,100172
2021-08-23,7559,7420,474665,0,129,241644,101276
2021-08-24,7560,7421,476828,0,129,244623,102072
2021-08-25,7560,7424,478969,0,129,247534,103030
2021-08-26,7560,7427,480928,0,129,249788,103491
2021-08-27,7560,7428,482951,0,129,251619,104010
2021-08-28,7560,7428,484869,0,129,251619,104010
2021-08-29,7564,7430,486944,0,129,254459,104851
2021-08-30,7565,7431,488646,0,129,255805,105042
2021-08-31,7566,7431,490652,0,129,257495,105802
2021-09-01,7566,7431,492647,0,129,258946,106378
2021-09-02,7567,7431,494555,0,129,260237,107011
2021-09-03,7570,7432,496179,0,129,261134,107514
2021-09-04,7572,7436,498055,0,129,262154,108224
2021-09-05,7572,7437,499979,0,129,262193,108239
2021-09-06,7572,7437,501988,0,129,263057,109226
2021-09-07,7573,7437,504146,0,129,264215,110115
2021-09-08,7576,7438,506028,0,129,265589,110961
2021-09-09,7577,7441,508157,0,129,267126,112124
2021-09-10,7579,7443,510069,0,129,268265,112802
2021-09-11,7580,7443,511969,0,129,269519,114036
2021-09-12,7582,7444,513687,0,129,271358,114406
2021-09-13,7584,7447,515139,0,129,273062,115236
2021-09-14,7592,7448,517648,0,129,275024,117136
2021-09-15,7592,7450,519910,0,129,278794,119491
2021-09-16,7595,7451,522279,0,129,279634,122039
2021-09-17,7596,7453,524696,0,129,283628,125298
2021-09-18,7598,7455,527246,0,129,285173,129797
2021-09-19,7600,7458,529828,0,129,286313,131393
2021-09-20,7602,7458,532511,0,129,286761,134854
2021-09-21,7607,7461,534985,0,129,287185,138962
2021-09-22,7615,7466,537184,0,129,287532,142453
2021-09-23,7616,7470,539577,0,129,287854,144530
2021-09-24,7617,7472,542063,0,129,288184,146201
2021-09-25,7618,7473,544159,0,129,288494,148044
2021-09-26,7618,7476,545708,0,129,288523,148108
2021-09-27,7619,7479,547050,0,129,288878,149622
2021-09-28,7620,7480,548546,0,129,289147,150661
2021-09-29,7620,7482,550232,0,129,289464,152144
2021-09-30,7621,7483,552153,0,129,289728,153214
2021-10-01,7621,7484,554312,0,129,289982,154279
2021-10-02,7622,7484,556135,0,129,289999,154338
2021-10-03,7623,7485,557749,0,129,289999,154348
2021-10-04,7624,7485,559092,0,129,290292,156997
2021-10-05,7626,7488,560925,0,129,290554,159221
2021-10-06,7627,7488,562716,0,129,290847,161573
2021-10-07,7629,7489,564433,0,129,291053,163437
2021-10-08,7629,7490,565922,0,129,291239,165062
2021-10-09,7632,7492,567652,0,129,291407,166657
2021-10-10,7633,7494,569082,0,129,291428,166748
2021-10-11,7634,7495,570492,0,129,291679,168154
2021-10-12,7635,7498,572193,0,129,291867,169979
2021-10-13,7637,7499,573798,0,129,292067,170712
2021-10-14,7640,7501,575298,0,129,292202,172247
2021-10-15,7641,7503,576761,0,129,292209,172364
2021-10-16,7641,7503,577703,0,129,292321,174797
2021-10-17,7642,7505,579071,0,129,292322,174806
