dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
2020-08-02,98,16,272,0,1,0,0
2020-08-03,96,21,454,-1,2,0,0
2020-08-04,98,14,458,0,2,0,0
2020-08-05,99,49,334,0,2,0,0
2020-08-06,96,29,690,0,2,0,0
2020-08-07,99,70,399,0,3,0,0
2020-08-08,129,75,158,0,1,0,0
2020-08-09,139,148,30,0,0,0,0
2020-08-10,135,61,243,0,0,0,0
2020-08-11,139,40,109,0,1,0,0
2020-08-12,136,80,289,0,0,0,0
2020-08-13,137,95,229,0,1,0,0
2020-08-14,149,108,156,0,2,0,0
2020-08-15,120,96,80,0,0,0,0
2020-08-16,93,98,20,0,4,0,0
2020-08-17,46,99,443,0,1,0,0
2020-08-18,84,96,265,0,1,0,0
2020-08-19,75,108,366,0,0,0,0
2020-08-20,76,109,184,0,1,0,0
2020-08-21,67,106,86,0,1,0,0
2020-08-22,61,109,315,0,0,0,0
2020-08-23,52,110,390,0,1,0,0
2020-08-24,44,129,235,0,2,0,0
2020-08-25,41,139,569,0,2,0,0
2020-08-26,40,78,564,0,4,0,0
2020-08-27,33,65,184,0,1,0,0
2020-08-28,32,70,270,0,0,0,0
2020-08-29,31,75,307,0,2,0,0
2020-08-30,23,67,267,0,1,0,0
2020-08-31,28,61,811,0,1,0,0
2020-09-01,28,67,1619,0,0,0,0
2020-09-02,26,44,1032,0,1,0,0
2020-09-03,37,65,939,0,1,0,0
2020-09-04,34,40,750,0,1,0,0
2020-09-05,35,41,749,0,1,0,0
2020-09-06,40,47,631,0,0,0,0
2020-09-07,27,46,790,0,0,0,0
2020-09-08,33,38,1044,0,0,0,0
2020-09-09,34,43,737,0,1,0,0
2020-09-10,39,43,1016,0,0,0,0
2020-09-11,29,36,888,0,0,0,0
2020-09-12,27,45,890,0,0,0,0
2020-09-13,25,41,709,0,0,0,0
2020-09-14,11,35,708,0,1,0,0
2020-09-15,17,40,836,0,0,0,0
2020-09-16,19,27,971,0,0,0,0
2020-09-17,11,33,1067,0,0,0,0
2020-09-18,27,36,1174,0,0,0,0
2020-09-19,13,22,646,0,0,0,0
2020-09-20,7,15,581,0,0,0,0
2020-09-21,22,18,958,0,0,0,0
2020-09-22,18,10,625,0,0,0,0
2020-09-23,21,15,746,0,0,0,0
2020-09-24,32,9,-599,0,0,0,0
2020-09-25,15,25,2177,0,0,0,0
2020-09-26,15,23,890,0,0,0,0
2020-09-27,20,2,602,0,1,0,0
2020-09-28,9,29,682,0,0,0,0
2020-09-29,18,5,792,0,0,0,0
2020-09-30,14,21,628,0,0,0,0
2020-10-01,13,15,913,0,0,0,0
2020-10-02,10,8,761,0,0,0,0
2020-10-03,10,11,794,0,0,0,0
2020-10-04,16,7,872,0,0,0,0
2020-10-05,15,10,906,0,1,0,0
2020-10-06,13,19,781,0,0,0,0
2020-10-07,23,18,1321,0,0,0,0
2020-10-08,17,11,1133,0,1,0,0
2020-10-09,24,17,1088,0,0,0,0
2020-10-10,16,20,1132,0,0,0,0
2020-10-11,13,20,682,0,0,0,0
2020-10-12,18,6,786,0,0,0,0
2020-10-13,13,12,848,0,0,0,0
2020-10-14,10,14,844,0,0,0,0
2020-10-15,16,21,901,0,0,0,0
2020-10-16,10,14,838,0,1,0,0
2020-10-17,11,17,914,0,0,0,0
2020-10-18,25,20,753,0,0,0,0
2020-10-19,18,24,947,0,0,0,0
2020-10-20,15,10,1223,0,0,0,0
2020-10-21,27,11,1103,0,0,0,0
2020-10-22,16,24,998,0,1,0,0
2020-10-23,23,8,1467,0,1,0,0
2020-10-24,18,23,1112,0,0,0,0
2020-10-25,20,15,746,0,0,0,0
2020-10-26,8,14,489,0,0,0,0
2020-10-27,21,22,1193,0,0,0,0
2020-10-28,15,20,1070,0,0,0,0
2020-10-29,16,15,1337,0,1,0,0
2020-10-30,12,22,1074,0,0,0,0
2020-10-31,15,24,664,0,0,0,0
2020-11-01,8,12,1106,0,1,0,0
2020-11-02,12,20,1342,0,0,0,0
2020-11-03,20,21,1348,0,0,0,0
2020-11-04,17,10,1157,0,0,0,0
2020-11-05,14,12,1233,0,0,0,0
2020-11-06,17,19,1575,0,0,0,0
2020-11-07,21,12,1389,0,0,0,0
2020-11-08,9,15,1209,0,0,0,0
2020-11-09,13,18,1213,0,0,0,0
2020-11-10,14,16,1201,0,0,0,0
2020-11-11,17,12,1207,0,0,0,0
2020-11-12,13,15,1166,0,1,0,0
2020-11-13,11,22,1186,0,0,0,0
2020-11-14,9,11,914,0,0,0,0
2020-11-15,9,15,1035,0,0,0,0
2020-11-16,21,16,1346,0,0,0,0
2020-11-17,17,17,1566,0,0,0,0
2020-11-18,19,15,1520,0,0,0,0
2020-11-19,11,20,1626,0,0,0,0
2020-11-20,13,10,1600,0,0,0,0
2020-11-21,14,20,1576,0,0,0,0
2020-11-22,10,12,1125,0,0,0,0
2020-11-23,15,13,1561,0,0,0,0
2020-11-24,11,11,1670,0,0,0,0
2020-11-25,10,15,1607,0,0,0,0
2020-11-26,5,12,1234,0,0,0,0
2020-11-27,7,17,1667,0,0,0,0
2020-11-28,9,10,1499,0,0,0,0
2020-11-29,6,19,1581,0,0,0,0
2020-11-30,6,13,1477,0,0,0,0
2020-12-01,8,16,1691,0,0,0,0
2020-12-02,5,17,1704,0,0,0,0
2020-12-03,6,14,1571,0,0,0,0
2020-12-04,13,14,1597,0,0,0,0
2020-12-05,5,5,1696,0,0,0,0
2020-12-06,11,8,1678,0,0,0,0
2020-12-07,15,7,1635,0,0,0,0
2020-12-08,5,16,1706,0,0,0,0
2020-12-09,5,0,1734,0,0,0,0
2020-12-10,8,5,1742,0,0,0,0
2020-12-11,7,7,1663,0,0,0,0
2020-12-12,7,6,2120,0,0,0,0
2020-12-13,13,8,2078,0,0,0,0
2020-12-14,16,8,1681,0,0,0,0
2020-12-15,8,7,1769,0,0,0,0
2020-12-16,8,10,1788,0,0,0,0
2020-12-17,10,9,1785,0,0,0,0
2020-12-18,9,5,1829,0,0,0,0
2020-12-19,6,7,1965,0,0,0,0
2020-12-20,6,13,2203,0,0,0,0
2020-12-21,7,8,1821,0,1,0,0
2020-12-22,5,9,1924,0,0,0,0
2020-12-23,3,12,1897,0,0,0,0
2020-12-24,5,14,2090,0,0,0,0
2020-12-25,11,6,1726,0,0,0,0
2020-12-26,0,8,1096,0,0,0,0
2020-12-27,12,9,1320,0,0,0,0
2020-12-28,5,5,1028,0,0,0,0
2020-12-29,7,8,1518,0,0,0,0
2020-12-30,5,9,1182,0,0,0,0
2020-12-31,4,6,1014,0,0,0,0
2021-01-01,1,4,991,0,0,0,0
2021-01-02,1,7,1094,0,0,0,0
2021-01-03,1,9,1230,0,0,0,0
2021-01-04,0,2,1185,0,0,0,0
2021-01-05,1,8,975,0,0,0,0
2021-01-06,0,3,1236,0,0,0,0
2021-01-07,9,5,1680,0,0,0,0
2021-01-08,1,2,1175,0,0,0,0
2021-01-09,0,7,1354,0,0,0,0
2021-01-10,1,2,1159,0,0,0,0
2021-01-11,3,9,1632,0,0,0,0
2021-01-12,3,2,1508,0,0,0,0
2021-01-13,3,5,1619,0,0,0,0
2021-01-14,7,0,1327,0,0,0,0
2021-01-15,3,4,1148,0,0,0,0
2021-01-16,3,0,1568,0,0,225,0
2021-01-17,1,1,1220,0,0,0,0
2021-01-18,5,1,1670,0,0,217,0
2021-01-19,1,0,1321,0,0,202,0
2021-01-20,2,3,1447,0,0,0,0
2021-01-21,0,4,1258,0,0,388,0
2021-01-22,1,3,1325,0,0,434,0
2021-01-23,1,0,1631,0,0,532,0
2021-01-24,0,1,1074,0,0,21,0
2021-01-25,1,9,1448,0,0,350,0
2021-01-26,0,0,943,0,0,0,0
2021-01-27,0,5,1149,0,0,16,0
2021-01-28,0,2,1622,0,0,271,0
2021-01-29,0,3,1855,0,0,71,0
2021-01-30,0,1,1392,0,0,0,0
2021-01-31,0,0,1261,0,0,0,0
2021-02-01,0,4,1715,0,0,0,0
2021-02-02,0,0,1732,0,0,0,0
2021-02-03,0,0,1706,0,0,45,0
2021-02-04,0,0,1843,0,0,166,0
2021-02-05,3,0,1500,0,0,223,0
2021-02-06,3,0,1964,0,0,0,0
2021-02-07,1,0,1475,0,0,236,0
2021-02-08,4,0,1571,0,0,0,0
2021-02-09,2,0,1696,0,0,16,0
2021-02-10,0,0,2023,0,0,0,0
2021-02-11,0,0,1471,0,0,41,0
2021-02-12,0,2,1798,0,0,0,0
2021-02-13,2,4,2114,0,0,192,0
2021-02-14,0,0,1544,0,0,0,0
2021-02-15,0,0,1273,0,0,201,182
2021-02-16,4,5,1475,0,0,0,0
2021-02-17,1,1,1737,0,0,198,0
2021-02-18,0,0,1944,0,0,302,313
2021-02-19,0,4,1957,0,0,106,400
2021-02-20,0,1,1538,0,0,393,411
2021-02-21,0,0,1560,0,0,0,0
2021-02-22,1,0,1551,0,0,596,564
2021-02-23,1,0,1395,0,0,123,148
2021-02-24,0,1,1371,0,0,79,100
2021-02-25,0,2,1279,0,0,390,267
2021-02-26,1,0,1483,0,0,100,37
2021-02-27,1,0,1357,0,0,0,0
2021-02-28,2,0,1290,0,0,0,0
2021-03-01,0,0,1300,0,0,447,134
2021-03-02,0,0,1394,0,0,331,33
2021-03-03,2,0,1817,0,0,0,0
2021-03-04,2,1,1839,0,0,0,0
2021-03-05,0,1,1622,0,0,1480,138
2021-03-06,0,1,1966,0,0,585,138
2021-03-07,0,0,1604,0,0,210,0
2021-03-08,2,2,1914,0,0,703,133
2021-03-09,2,1,1537,0,0,543,39
2021-03-10,0,2,1595,0,0,316,11
2021-03-11,0,0,1418,0,0,479,12
2021-03-12,1,1,1692,0,0,501,85
2021-03-13,1,3,2144,0,0,192,137
2021-03-14,1,0,1501,0,0,0,0
2021-03-15,0,2,2252,0,0,439,204
2021-03-16,1,1,1733,0,0,272,76
2021-03-17,3,0,1606,0,0,0,0
2021-03-18,1,2,1615,0,0,470,407
2021-03-19,2,0,1844,0,0,415,20
2021-03-20,0,0,1674,0,0,268,358
2021-03-21,1,0,1825,0,0,0,0
2021-03-22,0,0,1387,0,0,376,482
2021-03-23,0,3,1477,0,0,590,172
2021-03-24,2,1,1557,0,0,183,67
2021-03-25,1,1,1803,0,0,443,227
2021-03-26,1,0,1763,0,0,262,57
2021-03-27,1,1,1931,0,0,350,20
2021-03-28,2,1,1509,0,0,0,0
2021-03-29,6,0,1319,0,0,0,0
2021-03-30,29,0,1245,0,0,491,236
2021-03-31,2,0,1482,0,0,0,0
2021-04-01,1,4,1592,0,0,728,58
2021-04-02,0,1,1545,0,0,461,-468
2021-04-03,14,6,1206,0,0,521,44
2021-04-04,11,3,1619,0,0,643,1
2021-04-05,7,11,1444,0,0,1094,47
2021-04-06,7,9,1467,0,0,1582,51
2021-04-07,8,10,1744,0,0,1410,9
2021-04-08,18,7,1638,0,0,2477,53
2021-04-09,12,1,1552,0,0,2302,116
2021-04-10,14,10,2113,0,0,2179,51
2021-04-11,15,2,2049,0,0,2182,42
2021-04-12,11,10,1649,0,0,4513,101
2021-04-13,8,4,2075,0,0,6497,119
2021-04-14,38,24,1874,0,1,6588,109
2021-04-15,15,4,2054,0,0,5162,138
2021-04-16,27,28,2004,0,0,6592,244
2021-04-17,42,36,2250,0,1,6129,245
2021-04-18,59,54,2347,0,0,3817,311
2021-04-19,31,12,1668,0,0,4365,484
2021-04-20,45,31,1753,0,0,3267,574
2021-04-21,24,33,1935,0,0,1912,234
2021-04-22,37,33,1461,0,1,2476,429
2021-04-23,42,49,1692,0,0,1824,365
2021-04-24,45,52,999,0,1,1609,334
2021-04-25,51,57,1462,0,0,1055,228
2021-04-26,51,53,1679,0,0,1425,292
2021-04-27,48,42,1948,0,0,1181,298
2021-04-28,52,44,1006,0,1,923,259
2021-04-29,59,37,1256,0,0,1023,205
2021-04-30,74,58,1951,0,0,1076,300
2021-05-01,97,72,1318,0,1,557,232
2021-05-02,38,25,793,0,1,76,47
2021-05-03,66,52,778,0,1,473,444
2021-05-04,31,29,643,0,0,340,337
2021-05-05,42,49,667,0,1,375,501
2021-05-06,32,30,382,0,1,703,370
2021-05-07,56,72,490,0,0,685,354
2021-05-08,30,26,569,0,2,500,289
2021-05-09,26,32,397,0,2,82,1
2021-05-10,31,37,360,0,2,545,349
2021-05-11,28,24,223,0,0,386,210
2021-05-12,44,26,544,0,3,349,230
2021-05-13,40,38,402,0,2,264,373
2021-05-14,32,12,425,0,2,9,0
2021-05-15,26,42,209,0,0,247,292
2021-05-16,35,16,578,0,3,1,11
2021-05-17,35,46,428,0,1,429,5
2021-05-18,36,30,293,0,3,278,3
2021-05-19,35,26,458,0,3,503,12
2021-05-20,49,16,496,0,1,1731,208
2021-05-21,31,16,666,0,2,766,2
2021-05-22,31,24,625,0,3,810,1
2021-05-23,24,32,625,0,2,385,0
2021-05-24,9,22,131,0,1,451,0
2021-05-25,25,49,331,0,2,685,2
2021-05-26,23,29,461,0,2,809,0
2021-05-27,16,18,340,0,1,611,3
2021-05-28,19,39,492,0,4,758,5
2021-05-29,28,30,544,0,0,1013,4
2021-05-30,20,23,424,0,1,242,0
2021-05-31,21,36,625,0,1,528,15
2021-06-01,13,26,735,0,3,731,5
2021-06-02,25,36,523,0,1,499,4
2021-06-03,27,39,615,0,0,683,8
2021-06-04,18,32,666,0,2,501,8
2021-06-05,17,24,633,0,1,463,16
2021-06-06,14,18,789,0,0,8,0
2021-06-07,12,18,699,0,1,507,28
2021-06-08,23,23,822,0,2,399,26
2021-06-09,14,17,879,0,0,321,11
2021-06-10,29,21,718,0,0,887,13
2021-06-11,36,11,1130,0,0,746,19
2021-06-12,10,12,802,0,1,857,29
2021-06-13,18,29,910,0,0,2,0
2021-06-14,8,9,656,0,0,936,20
2021-06-15,11,15,763,0,0,909,22
2021-06-16,26,30,899,0,1,960,23
2021-06-17,29,25,728,0,0,933,29
2021-06-18,28,24,631,0,0,930,18
2021-06-19,31,34,786,0,0,840,37
2021-06-20,12,15,772,0,0,2,0
2021-06-21,9,14,860,0,0,758,23
2021-06-22,10,4,987,0,0,2757,36
2021-06-23,13,15,878,0,0,3899,35
2021-06-24,2,4,703,0,0,4885,181
2021-06-25,1,31,690,0,0,4789,74
2021-06-26,5,20,642,0,0,5050,455
2021-06-27,9,1,959,0,0,1683,5
2021-06-28,7,20,732,0,1,3485,1129
2021-06-29,4,10,992,0,0,4544,1107
2021-06-30,1,12,678,0,0,3422,1281
2021-07-01,2,0,851,0,0,834,1375
2021-07-02,6,17,701,0,0,1031,1689
2021-07-03,3,5,919,0,0,995,1886
2021-07-04,4,3,955,0,0,12,400
2021-07-05,0,6,850,0,0,956,4093
2021-07-06,5,4,900,0,0,1103,5822
2021-07-07,4,6,999,0,0,974,5441
2021-07-08,1,2,750,0,0,909,4827
2021-07-09,0,1,783,0,0,795,6317
2021-07-10,0,0,952,0,1,2041,4847
2021-07-11,0,0,737,0,0,223,196
2021-07-12,1,3,870,0,0,1986,5453
2021-07-13,3,3,951,0,0,6060,4088
2021-07-14,3,1,832,0,0,2625,3413
2021-07-15,2,0,936,0,0,1763,2810
2021-07-16,4,1,1034,0,0,1105,2473
2021-07-17,1,1,1358,0,0,791,2246
2021-07-18,4,4,1243,0,0,132,106
2021-07-19,6,3,1200,0,0,920,2237
2021-07-20,2,2,1040,0,0,2432,2000
2021-07-21,3,4,988,0,0,3,52
2021-07-22,4,3,676,0,0,2846,2064
2021-07-23,0,2,1071,0,0,3147,1578
2021-07-24,0,3,1141,0,0,2565,1241
2021-07-25,4,3,969,0,0,563,81
2021-07-26,1,2,1333,0,0,1801,1326
2021-07-27,0,2,1311,0,0,2909,982
2021-07-28,1,6,1061,0,0,3253,691
2021-07-29,3,0,1155,0,0,2731,666
2021-07-30,1,3,1183,0,0,2056,642
2021-07-31,2,2,1231,0,0,3665,697
2021-08-01,2,3,1193,0,0,48,71
2021-08-02,0,1,1129,0,0,834,524
2021-08-03,1,1,1646,0,0,991,434
2021-08-04,1,3,1149,0,0,1004,573
2021-08-05,0,0,1352,0,0,884,395
2021-08-06,0,0,1543,0,0,877,286
2021-08-07,3,1,1326,0,0,688,406
2021-08-08,2,1,1207,0,0,55,21
2021-08-09,0,2,1172,0,0,976,329
2021-08-10,2,0,1347,0,0,934,448
2021-08-11,0,1,1167,0,0,2329,445
2021-08-12,0,0,1146,0,0,4447,493
2021-08-13,0,2,1283,0,0,4553,520
2021-08-14,0,2,1351,0,0,4393,780
2021-08-15,0,2,1022,0,0,220,18
2021-08-16,1,0,1518,0,0,1687,509
2021-08-17,0,0,1896,0,0,1219,523
2021-08-18,1,0,2185,0,0,821,923
2021-08-19,3,0,2033,0,0,70,32
2021-08-20,3,0,1871,0,0,1466,367
2021-08-21,1,0,2119,0,0,302,496
2021-08-22,0,1,1278,0,0,138,17
2021-08-23,2,0,1862,0,0,3012,1104
2021-08-24,1,1,2163,0,0,2979,796
2021-08-25,0,3,2141,0,0,2911,958
2021-08-26,0,3,1959,0,0,2254,461
2021-08-27,0,1,2023,0,0,1831,519
2021-08-28,0,0,1918,0,0,0,0
2021-08-29,4,2,2075,0,0,2840,841
2021-08-30,1,1,1702,0,0,1346,191
2021-08-31,1,0,2006,0,0,1690,760
2021-09-01,0,0,1995,0,0,1451,576
2021-09-02,1,0,1908,0,0,1291,633
2021-09-03,3,1,1624,0,0,897,503
2021-09-04,2,4,1876,0,0,1020,710
2021-09-05,0,1,1924,0,0,39,15
2021-09-06,0,0,2009,0,0,864,987
2021-09-07,1,0,2158,0,0,1158,889
2021-09-08,3,1,1882,0,0,1374,846
2021-09-09,1,3,2129,0,0,1537,1163
2021-09-10,2,2,1912,0,0,1139,678
2021-09-11,1,0,1900,0,0,1254,1234
2021-09-12,2,1,1718,0,0,1839,370
2021-09-13,2,3,1452,0,0,1704,830
2021-09-14,8,1,2509,0,0,1962,1900
2021-09-15,0,2,2262,0,0,3770,2355
2021-09-16,3,1,2369,0,0,840,2548
2021-09-17,1,2,2417,0,0,3994,3259
2021-09-18,2,2,2550,0,0,1545,4499
2021-09-19,2,3,2582,0,0,1140,1596
2021-09-20,2,0,2683,0,0,448,3461
2021-09-21,5,3,2474,0,0,424,4108
2021-09-22,8,5,2199,0,0,347,3491
2021-09-23,1,4,2393,0,0,322,2077
2021-09-24,1,2,2486,0,0,330,1671
2021-09-25,1,1,2096,0,0,310,1843
2021-09-26,0,3,1549,0,0,29,64
2021-09-27,1,3,1342,0,0,355,1514
2021-09-28,1,1,1496,0,0,269,1039
2021-09-29,0,2,1686,0,0,317,1483
2021-09-30,1,1,1921,0,0,264,1070
2021-10-01,0,1,2159,0,0,254,1065
2021-10-02,1,0,1823,0,0,17,59
2021-10-03,1,1,1614,0,0,0,10
2021-10-04,1,0,1343,0,0,293,2649
2021-10-05,2,3,1833,0,0,262,2224
2021-10-06,1,0,1791,0,0,293,2352
2021-10-07,2,1,1717,0,0,206,1864
2021-10-08,0,1,1489,0,0,186,1625
2021-10-09,3,2,1730,0,0,168,1595
2021-10-10,1,2,1430,0,0,21,91
2021-10-11,1,1,1410,0,0,251,1406
2021-10-12,1,3,1701,0,0,188,1825
2021-10-13,2,1,1605,0,0,200,733
2021-10-14,3,2,1500,0,0,135,1535
2021-10-15,1,2,1463,0,0,7,117
2021-10-16,0,0,942,0,0,112,2433
2021-10-17,1,2,1368,0,0,1,9
2021-10-18,0,1,1203,0,0,206,2737
2021-10-19,4,3,1569,0,0,138,2419
2021-10-20,0,1,1471,0,0,3,156
2021-10-21,0,0,1458,0,0,133,3668
2021-10-22,0,1,1468,0,0,186,2869
2021-10-23,2,0,1699,0,0,124,2738
2021-10-24,0,2,1158,0,0,5,124
2021-10-25,0,1,1335,0,0,230,2412
2021-10-26,0,1,1144,0,0,165,2112
2021-10-27,2,1,1172,0,0,132,1648
2021-10-28,1,0,1301,0,0,132,1621
2021-10-29,0,1,1348,0,0,128,1421
2021-10-30,0,1,1260,0,0,94,1413
2021-10-31,0,0,1376,0,0,3,13
2020-03-12,1,0,0,0,0,0,0
2020-03-19,2,0,0,0,0,0,0
2020-03-21,2,0,0,0,0,0,0
2020-03-22,1,0,0,0,0,0,0
2020-03-23,1,0,0,0,0,0,0
2020-03-24,1,0,0,0,0,0,0
2020-03-25,2,0,0,0,0,0,0
2020-03-26,1,0,0,0,0,0,0
2020-03-27,2,0,0,0,0,0,0
2020-03-28,6,0,0,0,0,0,0
2020-03-29,2,1,0,0,0,0,0
2020-03-30,2,0,0,0,0,0,0
2020-03-31,21,0,0,0,0,0,0
2020-04-01,67,1,0,0,0,0,0
2020-04-02,38,0,1800,0,0,0,0
2020-04-03,15,0,0,0,1,0,0
2020-04-04,28,0,0,0,0,0,0
2020-04-05,64,3,0,0,0,0,0
2020-04-06,47,0,0,0,2,0,0
2020-04-07,11,0,0,0,1,0,0
2020-04-08,34,1,0,0,0,0,0
2020-04-09,15,4,0,0,2,0,0
2020-04-10,18,0,4574,0,0,0,0
2020-04-11,24,0,584,0,0,0,0
2020-04-12,15,2,0,0,1,0,0
2020-04-13,19,0,1797,0,0,0,0
2020-04-14,45,4,1750,0,4,0,0
2020-04-15,41,4,1108,0,3,0,0
2020-04-16,9,0,8622,0,0,0,0
2020-04-17,38,15,0,0,0,0,0
2020-04-18,31,7,1215,0,2,0,0
2020-04-19,44,23,5508,0,1,0,0
2020-04-20,75,27,3775,0,3,0,0
2020-04-21,35,4,5022,0,2,0,0
2020-04-22,56,24,5757,0,2,0,0
2020-04-23,80,21,6520,0,3,0,0
2020-04-24,62,4,6306,0,2,0,0
2020-04-25,61,26,6928,0,2,0,0
2020-04-26,81,60,6768,0,0,0,0
2020-04-27,80,4,6517,0,0,0,0
2020-04-28,82,23,5783,0,0,0,0
2020-04-29,73,29,7727,0,0,0,0
2020-04-30,71,34,6497,0,0,0,0
2020-05-01,60,82,7902,0,2,0,0
2020-05-02,62,38,5943,0,0,0,0
2020-05-03,58,47,6534,0,0,0,0
2020-05-04,67,36,10292,0,0,0,0
2020-05-05,67,65,8263,0,1,0,0
2020-05-06,60,140,7782,0,2,0,0
2020-05-07,56,51,8087,0,2,0,0
2020-05-08,54,62,7320,0,3,0,0
2020-05-09,43,45,8388,0,3,0,0
2020-05-10,50,38,8666,0,1,0,0
2020-05-11,38,73,7409,0,0,0,0
2020-05-12,71,58,10730,0,1,0,0
2020-05-13,48,86,9322,0,1,0,0
2020-05-14,68,50,9256,0,1,0,0
2020-05-15,102,60,9038,0,0,0,0
2020-05-16,48,101,0,0,1,0,0
2020-05-17,25,103,19508,0,1,0,0
2020-05-18,52,96,9773,0,0,0,0
2020-05-19,57,69,9679,0,2,0,0
2020-05-20,71,43,9162,0,1,0,0
2020-05-21,45,41,8092,0,1,0,0
2020-05-22,62,26,8415,0,1,0,0
2020-05-23,47,48,8850,0,1,0,0
2020-05-24,66,62,11357,0,0,0,0
2020-05-25,106,51,10240,0,0,0,0
2020-05-26,97,125,8148,0,1,0,0
2020-05-27,134,48,9664,0,1,0,0
2020-05-28,128,68,9858,0,1,0,0
2020-05-29,85,101,11638,0,1,0,0
2020-05-30,131,55,9504,0,0,0,0
2020-05-31,110,51,9370,0,2,0,0
2020-06-01,105,34,10567,0,2,0,0
2020-06-02,115,40,12366,0,0,0,0
2020-06-03,180,50,8066,0,4,0,0
2020-06-04,141,65,9986,0,3,0,0
2020-06-05,138,36,9831,0,2,0,0
2020-06-06,210,75,12771,0,0,0,0
2020-06-07,199,29,17695,0,2,0,0
2020-06-08,154,42,14246,0,0,0,0
2020-06-09,69,48,15085,0,2,0,0
2020-06-10,365,110,15355,0,1,0,0
2020-06-11,182,99,11602,0,2,0,0
